type_elec,year,month,round (en procesos a una sola vuelta = 1) o Número de pregunta en Referéndum,Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.,Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.,Código I.N.E. del municipio (999 = C.E.R.A.),"Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito)",Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única),Censo del I.N.E.,Censo de escrutinio o censo C.E.R.A.,Censo C.E.R.E. en escrutinio (Residentes Extranjeros),Total votantes C.E.R.E. (Residentes Extranjeros),Votantes del primer avance de participación,Votantes del segundo avance de participación,Votos en blanco,Votos nulos,Votos a candidaturas,Votos afirmativos en Referéndum o ceros en otros procesos electorales,Votos negativos en Referéndum o ceros en otros procesos electorales,Datos oficiales (Si/No)
2,1982,10,1,1,11,20,4,0004,A,547,547,0,0,0,0,3,2,451,0,0,N
2,1982,10,1,1,11,20,5,0010,B,515,515,0,0,0,0,2,11,456,0,0,N
2,1982,10,1,1,11,20,9,0018,A,50,50,0,0,0,0,0,1,38,0,0,N
2,1982,10,1,1,11,22,4,0001,A,932,932,0,0,0,0,0,6,705,0,0,N
2,1982,10,1,1,11,23,1,0001,A,634,634,0,0,0,0,0,5,492,0,0,N
2,1982,10,1,1,11,24,2,0002,A,949,949,0,0,0,0,0,6,706,0,0,N
2,1982,10,1,1,11,24,4,0001,A,1055,1055,0,0,0,0,0,7,787,0,0,N
2,1982,10,1,1,11,27,1,0009,A,587,587,0,0,0,0,1,5,399,0,0,N
2,1982,10,1,1,11,27,1,0033,A,803,803,0,0,0,0,3,17,600,0,0,N
2,1982,10,1,1,11,27,3,0001,B,775,775,0,0,0,0,2,13,486,0,0,N
2,1982,10,1,1,11,28,3,0002,B,617,617,0,0,0,0,1,3,443,0,0,N
2,1982,10,1,1,11,30,3,0006,A,664,664,0,0,0,0,1,16,476,0,0,N
2,1982,10,1,1,11,30,3,0007,A,850,850,0,0,0,0,3,14,615,0,0,N
2,1982,10,1,1,11,31,1,0008,B,661,661,0,0,0,0,0,1,486,0,0,N
2,1982,10,1,1,11,31,5,0001,B,590,590,0,0,0,0,0,10,474,0,0,N
2,1982,10,1,1,11,31,6,0005,A,435,435,0,0,0,0,1,1,341,0,0,N
2,1982,10,1,1,11,31,6,0007,A,853,853,0,0,0,0,11,5,638,0,0,N
2,1982,10,1,1,11,32,1,0003,B,346,346,0,0,0,0,0,4,271,0,0,N
2,1982,10,1,1,11,32,1,0004,A,571,571,0,0,0,0,0,13,336,0,0,N
2,1982,10,1,1,11,19,1,0001,A,545,545,0,0,0,0,1,8,421,0,0,N
2,1982,10,1,1,11,20,2,0007,A,696,696,0,0,0,0,1,8,513,0,0,N
2,1982,10,1,1,11,20,2,0012,A,1019,1019,0,0,0,0,1,29,754,0,0,N
2,1982,10,1,1,11,20,2,0016,B,541,541,0,0,0,0,1,1,464,0,0,N
2,1982,10,1,1,11,20,3,0006,B,502,502,0,0,0,0,4,8,432,0,0,N
2,1982,10,1,1,11,20,3,0014,A,715,715,0,0,0,0,0,2,530,0,0,N
2,1982,10,1,1,11,20,4,0002,A,654,654,0,0,0,0,1,3,483,0,0,N
2,1982,10,1,1,11,20,5,0002,A,655,655,0,0,0,0,2,4,556,0,0,N
2,1982,10,1,1,11,20,5,0008,B,602,602,0,0,0,0,2,6,516,0,0,N
2,1982,10,1,1,11,20,5,0011,A,699,699,0,0,0,0,0,9,505,0,0,N
2,1982,10,1,1,11,20,6,0011,A,646,646,0,0,0,0,0,14,464,0,0,N
2,1982,10,1,1,11,20,6,0015,A,1044,1044,0,0,0,0,4,12,822,0,0,N
2,1982,10,1,1,11,20,7,0008,B,473,473,0,0,0,0,3,11,387,0,0,N
2,1982,10,1,1,11,20,9,0008,A,757,757,0,0,0,0,0,0,493,0,0,N
2,1982,10,1,1,11,20,10,0008,A,89,89,0,0,0,0,0,2,46,0,0,N
2,1982,10,1,1,11,21,4,0001,B,807,807,0,0,0,0,1,6,651,0,0,N
2,1982,10,1,1,11,22,5,0002,B,1086,1086,0,0,0,0,0,20,812,0,0,N
2,1982,10,1,1,11,23,5,0002,A,761,761,0,0,0,0,1,6,588,0,0,N
2,1982,10,1,1,11,23,6,0002,A,424,424,0,0,0,0,0,3,344,0,0,N
2,1982,10,1,1,11,16,3,0002,B,624,624,0,0,0,0,4,11,434,0,0,N
2,1982,10,1,1,11,20,2,0003,B,530,530,0,0,0,0,2,5,452,0,0,N
2,1982,10,1,1,11,20,2,0021,A,936,936,0,0,0,0,0,8,757,0,0,N
2,1982,10,1,1,11,20,3,0015,B,544,544,0,0,0,0,0,5,452,0,0,N
2,1982,10,1,1,11,20,5,0009,A,856,856,0,0,0,0,1,21,652,0,0,N
2,1982,10,1,1,11,20,7,0003,A,732,732,0,0,0,0,0,9,472,0,0,N
2,1982,10,1,1,11,20,7,0007,A,890,890,0,0,0,0,0,25,656,0,0,N
2,1982,10,1,1,11,20,9,0005,A,62,62,0,0,0,0,0,0,34,0,0,N
2,1982,10,1,1,11,20,9,0017,A,852,852,0,0,0,0,0,10,692,0,0,N
2,1982,10,1,1,11,22,2,0005,B,718,718,0,0,0,0,3,10,492,0,0,N
2,1982,10,1,1,11,22,3,0006,A,805,805,0,0,0,0,2,6,646,0,0,N
2,1982,10,1,1,11,22,4,0006,B,641,641,0,0,0,0,2,1,528,0,0,N
2,1982,10,1,1,11,22,6,0003,A,959,959,0,0,0,0,1,8,730,0,0,N
2,1982,10,1,1,11,27,1,0004,A,683,683,0,0,0,0,0,3,364,0,0,N
2,1982,10,1,1,11,27,1,0029,D,580,580,0,0,0,0,2,11,436,0,0,N
2,1982,10,1,1,11,28,1,0002,A,871,871,0,0,0,0,4,20,668,0,0,N
2,1982,10,1,1,11,28,1,0004,A,864,864,0,0,0,0,1,7,656,0,0,N
2,1982,10,1,1,11,30,2,0002,A,780,780,0,0,0,0,2,20,536,0,0,N
2,1982,10,1,1,11,31,1,0001,A,1123,1123,0,0,0,0,5,45,761,0,0,N
2,1982,10,1,1,14,7,2,0003,A,692,692,0,0,0,0,2,3,542,0,0,N
2,1982,10,1,1,14,12,2,0001,A,655,655,0,0,0,0,0,1,580,0,0,N
2,1982,10,1,1,14,13,4,0002,A,509,509,0,0,0,0,0,9,359,0,0,N
2,1982,10,1,1,14,21,1,0018,A,1167,1167,0,0,0,0,9,3,977,0,0,N
2,1982,10,1,1,14,21,2,0014,A,651,651,0,0,0,0,2,8,534,0,0,N
2,1982,10,1,1,14,21,2,0024,A,944,944,0,0,0,0,0,11,760,0,0,N
2,1982,10,1,1,14,21,2,0030,A,697,697,0,0,0,0,0,6,581,0,0,N
2,1982,10,1,1,14,21,5,0002,B,825,825,0,0,0,0,0,7,637,0,0,N
2,1982,10,1,1,14,21,5,0004,A,1142,1142,0,0,0,0,3,8,924,0,0,N
2,1982,10,1,1,14,21,6,0002,A,711,711,0,0,0,0,3,1,599,0,0,N
2,1982,10,1,1,14,21,6,0002,B,645,645,0,0,0,0,3,4,540,0,0,N
2,1982,10,1,1,14,21,9,0017,A,695,695,0,0,0,0,0,3,596,0,0,N
2,1982,10,1,1,14,21,9,0018,A,719,719,0,0,0,0,0,2,592,0,0,N
2,1982,10,1,1,14,21,9,0021,B,675,675,0,0,0,0,0,3,572,0,0,N
2,1982,10,1,1,14,25,3,0001,A,533,533,0,0,0,0,0,0,488,0,0,N
2,1982,10,1,1,14,26,3,0001,A,524,524,0,0,0,0,0,7,442,0,0,N
2,1982,10,1,1,14,27,3,0001,B,715,715,0,0,0,0,1,3,633,0,0,N
2,1982,10,1,1,14,29,4,0004,A,295,295,0,0,0,0,1,2,277,0,0,N
2,1982,10,1,1,11,27,3,0004,A,155,155,0,0,0,0,0,6,74,0,0,N
2,1982,10,1,1,11,31,1,0001,E,580,580,0,0,0,0,5,10,587,0,0,N
2,1982,10,1,1,11,31,1,0009,B,737,737,0,0,0,0,2,19,519,0,0,N
2,1982,10,1,1,11,31,3,0001,A,718,718,0,0,0,0,4,10,554,0,0,N
2,1982,10,1,1,11,32,1,0010,B,428,428,0,0,0,0,2,4,318,0,0,N
2,1982,10,1,1,11,32,5,0003,A,369,369,0,0,0,0,0,4,248,0,0,N
2,1982,10,1,1,11,33,2,0003,B,954,954,0,0,0,0,0,10,734,0,0,N
2,1982,10,1,1,11,41,1,0003,A,652,652,0,0,0,0,3,3,452,0,0,N
2,1982,10,1,1,11,41,2,0002,A,670,670,0,0,0,0,0,4,475,0,0,N
2,1982,10,1,1,14,7,1,0002,A,733,733,0,0,0,0,5,5,612,0,0,N
2,1982,10,1,1,14,7,5,0001,A,1043,1043,0,0,0,0,0,4,779,0,0,N
2,1982,10,1,1,14,7,5,0003,A,42,42,0,0,0,0,0,0,36,0,0,N
2,1982,10,1,1,14,8,2,0001,A,818,818,0,0,0,0,3,3,606,0,0,N
2,1982,10,1,1,14,16,1,0002,A,458,458,0,0,0,0,0,0,364,0,0,N
2,1982,10,1,1,14,18,2,0002,A,928,928,0,0,0,0,0,1,797,0,0,N
2,1982,10,1,1,14,20,1,0001,A,520,520,0,0,0,0,2,3,332,0,0,N
2,1982,10,1,1,14,21,1,0014,A,734,734,0,0,0,0,0,1,592,0,0,N
2,1982,10,1,1,14,21,2,0007,A,442,442,0,0,0,0,1,0,376,0,0,N
2,1982,10,1,1,11,31,5,0005,A,577,577,0,0,0,0,1,23,398,0,0,N
2,1982,10,1,1,11,31,6,0004,B,485,485,0,0,0,0,1,2,396,0,0,N
2,1982,10,1,1,11,31,6,0008,A,892,892,0,0,0,0,7,7,611,0,0,N
2,1982,10,1,1,11,31,6,0014,A,483,483,0,0,0,0,4,2,369,0,0,N
2,1982,10,1,1,11,32,2,0002,A,590,590,0,0,0,0,1,9,400,0,0,N
2,1982,10,1,1,11,32,5,0001,A,646,646,0,0,0,0,1,9,497,0,0,N
2,1982,10,1,1,11,32,5,0010,B,526,526,0,0,0,0,0,1,368,0,0,N
2,1982,10,1,1,11,34,1,0001,B,720,720,0,0,0,0,3,5,457,0,0,N
2,1982,10,1,1,11,35,2,0001,A,236,236,0,0,0,0,0,2,156,0,0,N
2,1982,10,1,1,11,38,1,0001,A,1119,1119,0,0,0,0,2,8,925,0,0,N
2,1982,10,1,1,11,38,2,0003,B,1022,1022,0,0,0,0,5,18,862,0,0,N
2,1982,10,1,1,11,39,1,0002,B,484,484,0,0,0,0,0,11,282,0,0,N
2,1982,10,1,1,11,39,2,0004,B,758,758,0,0,0,0,1,17,508,0,0,N
2,1982,10,1,1,14,3,1,0001,A,1097,1097,0,0,0,0,0,9,910,0,0,N
2,1982,10,1,1,14,4,2,0002,A,426,426,0,0,0,0,0,4,212,0,0,N
2,1982,10,1,1,14,5,1,0004,A,687,687,0,0,0,0,0,2,561,0,0,N
2,1982,10,1,1,14,7,2,0002,A,878,878,0,0,0,0,1,6,725,0,0,N
2,1982,10,1,1,14,7,4,0001,A,776,776,0,0,0,0,0,3,563,0,0,N
2,1982,10,1,1,11,32,1,0008,B,571,571,0,0,0,0,0,13,456,0,0,N
2,1982,10,1,1,11,32,1,0011,A,244,244,0,0,0,0,0,7,187,0,0,N
2,1982,10,1,1,11,32,2,0003,A,471,471,0,0,0,0,0,4,341,0,0,N
2,1982,10,1,1,11,32,4,0003,A,653,653,0,0,0,0,1,7,470,0,0,N
2,1982,10,1,1,11,32,5,0011,B,469,469,0,0,0,0,0,11,302,0,0,N
2,1982,10,1,1,11,33,1,0003,A,791,791,0,0,0,0,1,16,609,0,0,N
2,1982,10,1,1,11,33,3,0002,B,754,754,0,0,0,0,0,6,574,0,0,N
2,1982,10,1,1,11,35,1,0003,A,803,803,0,0,0,0,1,6,670,0,0,N
2,1982,10,1,1,11,38,1,0002,B,567,567,0,0,0,0,2,12,472,0,0,N
2,1982,10,1,1,11,38,3,0001,B,761,761,0,0,0,0,1,8,652,0,0,N
2,1982,10,1,1,11,41,2,0003,A,977,977,0,0,0,0,2,5,770,0,0,N
2,1982,10,1,1,11,41,2,0003,B,748,748,0,0,0,0,0,6,555,0,0,N
2,1982,10,1,1,14,2,1,0001,B,718,718,0,0,0,0,0,3,610,0,0,N
2,1982,10,1,1,14,2,3,0003,A,836,836,0,0,0,0,5,2,712,0,0,N
2,1982,10,1,1,14,4,1,0001,A,871,871,0,0,0,0,1,2,653,0,0,N
2,1982,10,1,1,14,9,3,0002,A,116,116,0,0,0,0,0,0,92,0,0,N
2,1982,10,1,1,14,13,3,0004,A,1236,1236,0,0,0,0,1,8,993,0,0,N
2,1982,10,1,1,14,14,2,0001,A,1283,1283,0,0,0,0,0,9,1092,0,0,N
2,1982,10,1,1,14,9,2,0001,A,537,537,0,0,0,0,0,5,452,0,0,N
2,1982,10,1,1,14,12,4,0002,A,601,601,0,0,0,0,1,2,499,0,0,N
2,1982,10,1,1,14,21,1,0005,A,287,287,0,0,0,0,0,3,231,0,0,N
2,1982,10,1,1,14,21,1,0008,A,571,571,0,0,0,0,0,4,491,0,0,N
2,1982,10,1,1,14,21,1,0009,A,516,516,0,0,0,0,2,0,417,0,0,N
2,1982,10,1,1,14,21,2,0002,A,697,697,0,0,0,0,0,0,576,0,0,N
2,1982,10,1,1,14,21,2,0010,B,784,784,0,0,0,0,6,4,629,0,0,N
2,1982,10,1,1,14,21,2,0022,A,478,478,0,0,0,0,0,0,104,0,0,N
2,1982,10,1,1,14,21,2,0028,A,1020,1020,0,0,0,0,0,11,878,0,0,N
2,1982,10,1,1,14,21,2,0030,B,727,727,0,0,0,0,1,5,603,0,0,N
2,1982,10,1,1,14,21,5,0005,B,676,676,0,0,0,0,1,12,529,0,0,N
2,1982,10,1,1,14,21,5,0015,A,888,888,0,0,0,0,0,1,800,0,0,N
2,1982,10,1,1,14,21,6,0007,A,282,282,0,0,0,0,2,3,221,0,0,N
2,1982,10,1,1,14,21,6,0031,A,608,608,0,0,0,0,2,16,457,0,0,N
2,1982,10,1,1,14,21,9,0022,A,1066,1066,0,0,0,0,4,5,872,0,0,N
2,1982,10,1,1,14,21,10,0003,A,892,892,0,0,0,0,1,1,767,0,0,N
2,1982,10,1,1,14,21,10,0005,B,613,613,0,0,0,0,2,2,528,0,0,N
2,1982,10,1,1,14,21,10,0006,A,932,932,0,0,0,0,6,8,788,0,0,N
2,1982,10,1,1,11,28,3,0004,B,646,646,0,0,0,0,1,6,500,0,0,N
2,1982,10,1,1,11,28,3,0005,A,667,667,0,0,0,0,0,0,460,0,0,N
2,1982,10,1,1,11,30,3,0001,A,590,590,0,0,0,0,0,10,423,0,0,N
2,1982,10,1,1,11,30,3,0008,B,455,455,0,0,0,0,0,4,342,0,0,N
2,1982,10,1,1,11,31,1,0007,B,604,604,0,0,0,0,2,14,424,0,0,N
2,1982,10,1,1,11,31,1,0010,A,666,666,0,0,0,0,3,17,484,0,0,N
2,1982,10,1,1,11,31,3,0004,A,584,584,0,0,0,0,0,9,423,0,0,N
2,1982,10,1,1,11,31,4,0003,A,689,689,0,0,0,0,0,23,504,0,0,N
2,1982,10,1,1,11,31,6,0006,A,968,968,0,0,0,0,1,11,717,0,0,N
2,1982,10,1,1,11,32,1,0004,B,356,356,0,0,0,0,2,1,265,0,0,N
2,1982,10,1,1,11,33,4,0002,B,683,683,0,0,0,0,0,7,555,0,0,N
2,1982,10,1,1,11,34,1,0001,A,972,972,0,0,0,0,0,3,601,0,0,N
2,1982,10,1,1,11,35,1,0004,B,627,627,0,0,0,0,1,2,480,0,0,N
2,1982,10,1,1,11,35,1,0007,A,757,757,0,0,0,0,3,2,528,0,0,N
2,1982,10,1,1,11,38,2,0002,A,583,583,0,0,0,0,2,8,493,0,0,N
2,1982,10,1,1,11,39,2,0004,A,616,616,0,0,0,0,1,12,395,0,0,N
2,1982,10,1,1,14,2,2,0001,A,892,892,0,0,0,0,0,7,774,0,0,N
2,1982,10,1,1,14,7,2,0001,A,616,616,0,0,0,0,0,4,499,0,0,N
2,1982,10,1,1,11,27,1,0029,A,538,538,0,0,0,0,4,2,416,0,0,N
2,1982,10,1,1,11,27,1,0031,A,930,930,0,0,0,0,0,22,680,0,0,N
2,1982,10,1,1,11,27,1,0032,B,603,603,0,0,0,0,0,1,461,0,0,N
2,1982,10,1,1,11,27,3,0002,A,516,516,0,0,0,0,0,0,210,0,0,N
2,1982,10,1,1,11,27,3,0002,C,541,541,0,0,0,0,0,3,221,0,0,N
2,1982,10,1,1,11,28,1,0001,A,1004,1004,0,0,0,0,1,18,741,0,0,N
2,1982,10,1,1,11,28,2,0001,A,576,576,0,0,0,0,0,2,383,0,0,N
2,1982,10,1,1,11,30,2,0001,A,890,890,0,0,0,0,1,16,658,0,0,N
2,1982,10,1,1,11,31,1,0007,A,675,675,0,0,0,0,3,22,474,0,0,N
2,1982,10,1,1,11,31,1,0009,A,789,789,0,0,0,0,1,10,560,0,0,N
2,1982,10,1,1,11,31,5,0006,A,665,665,0,0,0,0,4,8,494,0,0,N
2,1982,10,1,1,11,31,6,0001,A,808,808,0,0,0,0,3,6,631,0,0,N
2,1982,10,1,1,11,31,6,0011,B,709,709,0,0,0,0,0,15,471,0,0,N
2,1982,10,1,1,11,32,1,0005,A,406,406,0,0,0,0,0,3,317,0,0,N
2,1982,10,1,1,11,32,1,0005,B,337,337,0,0,0,0,1,6,243,0,0,N
2,1982,10,1,1,11,32,1,0006,B,498,498,0,0,0,0,0,14,391,0,0,N
2,1982,10,1,1,11,32,1,0009,B,628,628,0,0,0,0,0,2,514,0,0,N
2,1982,10,1,1,11,32,3,0002,B,664,664,0,0,0,0,0,2,515,0,0,N
2,1982,10,1,1,11,32,1,0008,A,526,526,0,0,0,0,2,8,398,0,0,N
2,1982,10,1,1,11,32,3,0004,B,418,418,0,0,0,0,0,3,311,0,0,N
2,1982,10,1,1,11,32,4,0002,A,712,712,0,0,0,0,2,13,499,0,0,N
2,1982,10,1,1,11,32,5,0004,B,422,422,0,0,0,0,2,8,270,0,0,N
2,1982,10,1,1,11,33,5,0002,B,448,448,0,0,0,0,0,7,323,0,0,N
2,1982,10,1,1,11,35,1,0001,A,661,661,0,0,0,0,0,6,477,0,0,N
2,1982,10,1,1,11,39,3,0002,A,461,461,0,0,0,0,0,10,239,0,0,N
2,1982,10,1,1,14,2,1,0002,A,839,839,0,0,0,0,0,1,708,0,0,N
2,1982,10,1,1,14,2,4,0001,A,140,140,0,0,0,0,0,0,74,0,0,N
2,1982,10,1,1,14,10,2,0001,B,781,781,0,0,0,0,2,4,583,0,0,N
2,1982,10,1,1,14,13,1,0001,A,794,794,0,0,0,0,0,3,616,0,0,N
2,1982,10,1,1,14,13,3,0003,A,681,681,0,0,0,0,4,10,542,0,0,N
2,1982,10,1,1,14,18,1,0001,A,695,695,0,0,0,0,2,2,600,0,0,N
2,1982,10,1,1,14,19,3,0001,A,562,562,0,0,0,0,1,2,483,0,0,N
2,1982,10,1,1,14,21,2,0005,B,769,769,0,0,0,0,1,3,614,0,0,N
2,1982,10,1,1,14,21,2,0011,A,654,654,0,0,0,0,0,1,497,0,0,N
2,1982,10,1,1,14,21,2,0032,A,618,618,0,0,0,0,0,2,529,0,0,N
2,1982,10,1,1,14,21,4,0002,A,1053,1053,0,0,0,0,2,3,874,0,0,N
2,1982,10,1,1,11,27,1,0019,A,706,706,0,0,0,0,5,21,446,0,0,N
2,1982,10,1,1,11,27,1,0035,A,548,548,0,0,0,0,0,22,368,0,0,N
2,1982,10,1,1,11,27,3,0001,A,584,584,0,0,0,0,2,7,411,0,0,N
2,1982,10,1,1,11,28,1,0002,B,715,715,0,0,0,0,1,20,527,0,0,N
2,1982,10,1,1,11,28,2,0002,A,716,716,0,0,0,0,6,15,523,0,0,N
2,1982,10,1,1,11,28,2,0003,A,518,518,0,0,0,0,3,14,383,0,0,N
2,1982,10,1,1,11,30,3,0001,B,653,653,0,0,0,0,2,10,447,0,0,N
2,1982,10,1,1,11,31,1,0003,A,681,681,0,0,0,0,1,12,551,0,0,N
2,1982,10,1,1,11,31,4,0004,A,611,611,0,0,0,0,2,12,289,0,0,N
2,1982,10,1,1,11,31,6,0013,A,517,517,0,0,0,0,0,25,356,0,0,N
2,1982,10,1,1,11,32,3,0001,A,541,541,0,0,0,0,1,3,425,0,0,N
2,1982,10,1,1,11,32,4,0001,A,589,589,0,0,0,0,0,11,448,0,0,N
2,1982,10,1,1,11,32,5,0002,A,483,483,0,0,0,0,0,9,340,0,0,N
2,1982,10,1,1,14,2,2,0002,A,684,684,0,0,0,0,0,4,598,0,0,N
2,1982,10,1,1,14,2,3,0002,A,701,701,0,0,0,0,0,3,578,0,0,N
2,1982,10,1,1,14,9,3,0001,A,725,725,0,0,0,0,0,15,544,0,0,N
2,1982,10,1,1,14,10,1,0001,A,804,804,0,0,0,0,0,5,633,0,0,N
2,1982,10,1,1,14,13,1,0001,B,747,747,0,0,0,0,1,11,562,0,0,N
2,1982,10,1,1,11,31,3,0005,B,683,683,0,0,0,0,1,21,514,0,0,N
2,1982,10,1,1,11,31,6,0003,B,575,575,0,0,0,0,1,3,450,0,0,N
2,1982,10,1,1,11,31,6,0014,B,481,481,0,0,0,0,1,6,332,0,0,N
2,1982,10,1,1,11,32,1,0007,B,522,522,0,0,0,0,0,10,408,0,0,N
2,1982,10,1,1,11,32,3,0003,A,472,472,0,0,0,0,1,2,378,0,0,N
2,1982,10,1,1,11,32,5,0003,B,443,443,0,0,0,0,1,9,271,0,0,N
2,1982,10,1,1,11,32,5,0004,A,359,359,0,0,0,0,0,4,221,0,0,N
2,1982,10,1,1,11,32,5,0011,A,443,443,0,0,0,0,0,6,322,0,0,N
2,1982,10,1,1,11,33,3,0002,A,862,862,0,0,0,0,1,6,673,0,0,N
2,1982,10,1,1,11,33,4,0001,B,560,560,0,0,0,0,1,3,460,0,0,N
2,1982,10,1,1,11,35,1,0006,B,778,778,0,0,0,0,2,8,612,0,0,N
2,1982,10,1,1,11,40,1,0001,A,305,305,0,0,0,0,0,1,198,0,0,N
2,1982,10,1,1,11,41,1,0001,A,813,813,0,0,0,0,0,7,600,0,0,N
2,1982,10,1,1,14,7,2,0001,B,909,909,0,0,0,0,2,5,710,0,0,N
2,1982,10,1,1,14,8,3,0001,A,716,716,0,0,0,0,0,1,555,0,0,N
2,1982,10,1,1,14,9,1,0001,A,522,522,0,0,0,0,1,0,429,0,0,N
2,1982,10,1,1,14,12,4,0003,A,688,688,0,0,0,0,0,1,617,0,0,N
2,1982,10,1,1,14,13,1,0002,A,1272,1272,0,0,0,0,4,5,1033,0,0,N
2,1982,10,1,1,14,30,2,0003,A,819,819,0,0,0,0,0,1,727,0,0,N
2,1982,10,1,1,14,33,1,0002,A,550,550,0,0,0,0,0,1,414,0,0,N
2,1982,10,1,1,14,37,3,0002,A,838,838,0,0,0,0,3,9,371,0,0,N
2,1982,10,1,1,14,38,3,0002,A,1054,1054,0,0,0,0,6,12,880,0,0,N
2,1982,10,1,1,14,47,1,0002,A,502,502,0,0,0,0,0,5,427,0,0,N
2,1982,10,1,1,14,49,2,0002,A,705,705,0,0,0,0,2,1,569,0,0,N
2,1982,10,1,1,14,49,2,0004,A,579,579,0,0,0,0,0,7,443,0,0,N
2,1982,10,1,1,14,52,2,0001,A,482,482,0,0,0,0,1,5,353,0,0,N
2,1982,10,1,1,14,52,2,0004,A,635,635,0,0,0,0,1,1,513,0,0,N
2,1982,10,1,1,14,56,2,0001,A,1173,1173,0,0,0,0,0,5,952,0,0,N
2,1982,10,1,1,14,56,4,0002,B,878,878,0,0,0,0,0,5,733,0,0,N
2,1982,10,1,1,14,56,4,0003,B,839,839,0,0,0,0,2,3,716,0,0,N
2,1982,10,1,1,14,58,3,0001,B,948,948,0,0,0,0,0,4,738,0,0,N
2,1982,10,1,1,14,59,1,0001,A,591,591,0,0,0,0,2,2,476,0,0,N
2,1982,10,1,1,14,60,1,0001,A,486,486,0,0,0,0,0,4,435,0,0,N
2,1982,10,1,1,14,63,1,0001,A,644,644,0,0,0,0,0,4,562,0,0,N
2,1982,10,1,1,14,66,1,0002,A,669,669,0,0,0,0,1,3,583,0,0,N
2,1982,10,1,1,14,69,1,0003,A,886,886,0,0,0,0,2,3,756,0,0,N
2,1982,10,1,1,14,21,2,0013,C,797,797,0,0,0,0,4,2,680,0,0,N
2,1982,10,1,1,14,21,2,0025,B,769,769,0,0,0,0,4,3,641,0,0,N
2,1982,10,1,1,14,21,5,0012,A,277,277,0,0,0,0,0,0,177,0,0,N
2,1982,10,1,1,14,21,6,0025,A,332,332,0,0,0,0,0,1,204,0,0,N
2,1982,10,1,1,14,21,9,0034,A,824,824,0,0,0,0,1,13,686,0,0,N
2,1982,10,1,1,14,21,10,0022,A,741,741,0,0,0,0,4,0,641,0,0,N
2,1982,10,1,1,14,36,2,0001,A,580,580,0,0,0,0,1,5,494,0,0,N
2,1982,10,1,1,14,37,1,0001,A,721,721,0,0,0,0,0,1,573,0,0,N
2,1982,10,1,1,14,38,1,0003,A,791,791,0,0,0,0,0,1,643,0,0,N
2,1982,10,1,1,14,40,1,0001,B,665,665,0,0,0,0,0,7,587,0,0,N
2,1982,10,1,1,14,42,4,0004,A,1113,1113,0,0,0,0,0,15,988,0,0,N
2,1982,10,1,1,14,49,1,0002,A,937,937,0,0,0,0,1,11,820,0,0,N
2,1982,10,1,1,14,49,1,0003,A,477,477,0,0,0,0,1,4,412,0,0,N
2,1982,10,1,1,14,49,3,0004,A,692,692,0,0,0,0,0,2,580,0,0,N
2,1982,10,1,1,14,52,1,0001,C,746,746,0,0,0,0,0,0,316,0,0,N
2,1982,10,1,1,14,52,2,0002,A,551,551,0,0,0,0,0,0,446,0,0,N
2,1982,10,1,1,14,53,2,0004,A,620,620,0,0,0,0,1,3,522,0,0,N
2,1982,10,1,1,14,53,3,0001,A,333,333,0,0,0,0,1,1,282,0,0,N
2,1982,10,1,1,14,8,4,0002,A,161,161,0,0,0,0,0,0,34,0,0,N
2,1982,10,1,1,14,16,4,0001,A,92,92,0,0,0,0,0,0,69,0,0,N
2,1982,10,1,1,14,19,1,0001,A,646,646,0,0,0,0,1,5,552,0,0,N
2,1982,10,1,1,14,21,1,0003,C,754,754,0,0,0,0,2,9,590,0,0,N
2,1982,10,1,1,14,21,1,0015,A,1070,1070,0,0,0,0,3,14,897,0,0,N
2,1982,10,1,1,14,21,1,0023,A,997,997,0,0,0,0,2,1,902,0,0,N
2,1982,10,1,1,14,21,2,0009,A,952,952,0,0,0,0,0,12,771,0,0,N
2,1982,10,1,1,14,21,2,0033,A,845,845,0,0,0,0,2,17,699,0,0,N
2,1982,10,1,1,14,21,4,0003,A,1187,1187,0,0,0,0,1,18,989,0,0,N
2,1982,10,1,1,14,21,5,0001,A,816,816,0,0,0,0,3,9,631,0,0,N
2,1982,10,1,1,14,21,5,0005,A,650,650,0,0,0,0,12,8,517,0,0,N
2,1982,10,1,1,14,21,5,0008,A,893,893,0,0,0,0,4,9,752,0,0,N
2,1982,10,1,1,14,21,6,0009,A,908,908,0,0,0,0,4,10,713,0,0,N
2,1982,10,1,1,14,21,7,0002,A,734,734,0,0,0,0,2,0,661,0,0,N
2,1982,10,1,1,14,21,8,0003,B,639,639,0,0,0,0,3,11,500,0,0,N
2,1982,10,1,1,14,21,9,0011,A,654,654,0,0,0,0,1,1,524,0,0,N
2,1982,10,1,1,14,21,9,0020,A,709,709,0,0,0,0,0,2,589,0,0,N
2,1982,10,1,1,14,21,10,0009,A,1194,1194,0,0,0,0,3,3,1020,0,0,N
