type_elec,year,month,round (en procesos a una sola vuelta = 1) o Número de pregunta en Referéndum,Código de la Comunidad Autónoma o 99 si se trata del Total Nacional del C.E.R.A.,Código I.N.E. de la provincia o 99 si se trata del Total Nacional o Autonómico del C.E.R.A.,Código I.N.E. del municipio (999 = C.E.R.A.),"Número de distrito municipal en su caso o 01 si el municipio no tiene distritos (distrito único). En el caso de datos procedentes del C.E.R.A., llevará el número del ‘Distrito Electoral’ a que correspondan o 09 si el ámbito de dicho distrito coincide con el de la provincia.","Código de la sección (tres dígitos seguidos de un espacio, letra mayúscula u otro dígito)",Código de la mesa (una letra mayúscula identificando la mesa o una ‘U’ en caso de mesa única),Censo del I.N.E.,Censo de escrutinio o censo C.E.R.A.,Censo C.E.R.E. en escrutinio (Residentes Extranjeros),Total votantes C.E.R.E. (Residentes Extranjeros),Votantes del primer avance de participación,Votantes del segundo avance de participación,Votos en blanco,Votos nulos,Votos a candidaturas,Votos afirmativos en Referéndum o ceros en otros procesos electorales,Votos negativos en Referéndum o ceros en otros procesos electorales,Datos oficiales (Si/No)
2,1982,10,1,9,8,135,1,0002,A,1080,1080,0,0,0,0,2,12,911,0,0,N
2,1982,10,1,9,8,140,1,0001,A,1730,1730,0,0,0,0,7,3,1434,0,0,N
2,1982,10,1,9,8,141,2,0002,A,505,505,0,0,0,0,3,6,405,0,0,N
2,1982,10,1,9,8,145,1,0002,A,627,627,0,0,0,0,1,13,550,0,0,N
2,1982,10,1,9,8,159,2,0002,A,831,831,0,0,0,0,3,3,648,0,0,N
2,1982,10,1,9,8,169,4,0003,A,736,736,0,0,0,0,3,1,601,0,0,N
2,1982,10,1,9,8,169,5,0004,B,599,599,0,0,0,0,0,1,499,0,0,N
2,1982,10,1,9,8,172,1,0001,A,933,933,0,0,0,0,7,5,743,0,0,N
2,1982,10,1,9,8,172,2,0003,A,1169,1169,0,0,0,0,1,8,977,0,0,N
2,1982,10,1,9,8,172,2,0004,A,1106,1106,0,0,0,0,11,16,873,0,0,N
2,1982,10,1,9,8,172,3,0003,A,1222,1222,0,0,0,0,10,23,892,0,0,N
2,1982,10,1,9,8,187,1,0014,B,1256,1256,0,0,0,0,2,4,1115,0,0,N
2,1982,10,1,9,8,187,2,0001,A,1074,1074,0,0,0,0,3,0,935,0,0,N
2,1982,10,1,9,8,187,2,0010,A,861,861,0,0,0,0,4,2,727,0,0,N
2,1982,10,1,9,8,187,2,0014,A,826,826,0,0,0,0,3,4,668,0,0,N
2,1982,10,1,9,8,187,3,0002,A,857,857,0,0,0,0,4,2,709,0,0,N
2,1982,10,1,9,8,187,6,0025,A,668,668,0,0,0,0,0,0,544,0,0,N
2,1982,10,1,9,8,187,8,0009,A,1550,1550,0,0,0,0,5,16,1313,0,0,N
2,1982,10,1,9,8,200,2,0003,B,725,725,0,0,0,0,1,10,609,0,0,N
2,1982,10,1,9,8,200,2,0005,A,702,702,0,0,0,0,0,4,571,0,0,N
2,1982,10,1,9,8,200,3,0002,B,982,982,0,0,0,0,1,17,779,0,0,N
2,1982,10,1,9,8,200,3,0005,A,794,794,0,0,0,0,3,14,665,0,0,N
2,1982,10,1,9,8,200,3,0005,B,559,559,0,0,0,0,3,2,470,0,0,N
2,1982,10,1,9,8,202,1,0005,B,767,767,0,0,0,0,2,5,628,0,0,N
2,1982,10,1,9,8,205,1,0001,A,879,879,0,0,0,0,4,2,702,0,0,N
2,1982,10,1,9,8,205,1,0004,B,1058,1058,0,0,0,0,3,7,840,0,0,N
2,1982,10,1,9,8,205,1,0007,C,821,821,0,0,0,0,1,12,637,0,0,N
2,1982,10,1,9,8,205,2,0002,B,602,602,0,0,0,0,1,7,506,0,0,N
2,1982,10,1,9,8,209,1,0001,B,1065,1065,0,0,0,0,2,6,848,0,0,N
2,1982,10,1,9,8,210,2,0001,A,646,646,0,0,0,0,5,16,516,0,0,N
2,1982,10,1,9,8,211,4,0004,A,528,528,0,0,0,0,0,1,441,0,0,N
2,1982,10,1,9,8,211,6,0002,A,687,687,0,0,0,0,1,20,564,0,0,N
2,1982,10,1,9,8,217,2,0001,A,558,558,0,0,0,0,4,9,450,0,0,N
2,1982,10,1,9,8,217,2,0004,A,608,608,0,0,0,0,3,7,491,0,0,N
2,1982,10,1,9,8,221,1,0001,B,676,676,0,0,0,0,2,4,522,0,0,N
2,1982,10,1,9,8,221,1,0004,A,1138,1138,0,0,0,0,7,23,870,0,0,N
2,1982,10,1,9,8,221,1,0005,A,670,670,0,0,0,0,2,3,527,0,0,N
2,1982,10,1,9,8,227,1,0002,A,544,544,0,0,0,0,1,1,388,0,0,N
2,1982,10,1,9,8,229,1,0001,B,321,321,0,0,0,0,1,16,261,0,0,N
2,1982,10,1,9,8,233,1,0001,A,679,679,0,0,0,0,0,2,581,0,0,N
2,1982,10,1,9,8,233,1,0002,A,852,852,0,0,0,0,4,5,671,0,0,N
2,1982,10,1,9,8,240,1,0001,B,620,620,0,0,0,0,1,1,541,0,0,N
2,1982,10,1,9,8,245,3,0007,A,1042,1042,0,0,0,0,0,7,872,0,0,N
2,1982,10,1,9,8,245,4,0007,A,876,876,0,0,0,0,0,4,666,0,0,N
2,1982,10,1,9,8,245,4,0007,B,462,462,0,0,0,0,0,2,352,0,0,N
2,1982,10,1,9,8,245,4,0015,A,802,802,0,0,0,0,1,1,642,0,0,N
2,1982,10,1,9,8,245,6,0013,A,518,518,0,0,0,0,2,2,404,0,0,N
2,1982,10,1,9,8,217,3,0003,B,452,452,0,0,0,0,1,2,404,0,0,N
2,1982,10,1,9,8,218,1,0001,B,1083,1083,0,0,0,0,6,19,912,0,0,N
2,1982,10,1,9,8,231,1,0003,B,1089,1089,0,0,0,0,1,21,842,0,0,N
2,1982,10,1,9,8,232,1,0001,A,771,771,0,0,0,0,0,7,634,0,0,N
2,1982,10,1,9,8,245,1,0018,A,724,724,0,0,0,0,1,5,579,0,0,N
2,1982,10,1,9,8,245,4,0001,A,844,844,0,0,0,0,6,13,239,0,0,N
2,1982,10,1,9,8,245,4,0009,B,402,402,0,0,0,0,2,0,316,0,0,N
2,1982,10,1,9,8,245,5,0002,C,470,470,0,0,0,0,0,4,385,0,0,N
2,1982,10,1,9,8,245,6,0004,A,891,891,0,0,0,0,0,7,732,0,0,N
2,1982,10,1,9,8,245,6,0010,A,823,823,0,0,0,0,0,5,644,0,0,N
2,1982,10,1,9,8,252,1,0005,A,964,964,0,0,0,0,2,4,709,0,0,N
2,1982,10,1,9,8,254,1,0003,A,196,196,0,0,0,0,0,2,145,0,0,N
2,1982,10,1,9,8,263,2,0001,A,699,699,0,0,0,0,3,5,530,0,0,N
2,1982,10,1,9,8,265,1,0001,A,902,902,0,0,0,0,3,39,699,0,0,N
2,1982,10,1,9,8,266,1,0016,A,1270,1270,0,0,0,0,4,5,1057,0,0,N
2,1982,10,1,9,8,268,1,0001,A,439,439,0,0,0,0,1,3,330,0,0,N
2,1982,10,1,9,8,277,1,0001,A,50,50,0,0,0,0,0,0,42,0,0,N
2,1982,10,1,9,8,279,2,0013,C,637,637,0,0,0,0,3,0,463,0,0,N
2,1982,10,1,9,8,279,6,0012,B,541,541,0,0,0,0,1,3,455,0,0,N
2,1982,10,1,9,8,279,6,0027,A,724,724,0,0,0,0,5,3,614,0,0,N
2,1982,10,1,9,8,279,6,0031,B,428,428,0,0,0,0,1,10,324,0,0,N
2,1982,10,1,9,8,284,1,0002,A,940,940,0,0,0,0,1,32,718,0,0,N
2,1982,10,1,9,8,285,1,0001,A,1055,1055,0,0,0,0,3,14,827,0,0,N
2,1982,10,1,9,8,291,1,0001,A,353,353,0,0,0,0,1,33,273,0,0,N
2,1982,10,1,9,8,298,4,0002,A,1115,1115,0,0,0,0,3,12,887,0,0,N
2,1982,10,1,9,8,301,1,0004,A,1014,1014,0,0,0,0,8,10,801,0,0,N
2,1982,10,1,9,8,303,1,0001,A,254,254,0,0,0,0,0,5,192,0,0,N
2,1982,10,1,9,8,307,1,0004,A,881,881,0,0,0,0,2,0,693,0,0,N
2,1982,10,1,9,8,307,3,0004,A,761,761,0,0,0,0,3,7,624,0,0,N
2,1982,10,1,9,8,307,3,0004,B,625,625,0,0,0,0,3,19,507,0,0,N
2,1982,10,1,9,8,308,1,0001,A,185,185,0,0,0,0,0,2,144,0,0,N
2,1982,10,1,9,17,13,1,0001,A,558,558,0,0,0,0,0,2,475,0,0,N
2,1982,10,1,9,17,22,2,0002,B,597,597,0,0,0,0,1,1,504,0,0,N
2,1982,10,1,9,17,23,2,0001,A,907,907,0,0,0,0,6,8,724,0,0,N
2,1982,10,1,9,17,23,2,0003,A,607,607,0,0,0,0,0,15,523,0,0,N
2,1982,10,1,9,17,23,2,0005,A,540,540,0,0,0,0,1,3,435,0,0,N
2,1982,10,1,9,8,245,5,0001,A,852,852,0,0,0,0,2,0,666,0,0,N
2,1982,10,1,9,8,245,5,0006,A,900,900,0,0,0,0,2,22,705,0,0,N
2,1982,10,1,9,8,251,1,0002,A,593,593,0,0,0,0,6,4,478,0,0,N
2,1982,10,1,9,8,252,1,0002,A,798,798,0,0,0,0,5,3,642,0,0,N
2,1982,10,1,9,8,262,1,0001,A,1107,1107,0,0,0,0,6,18,891,0,0,N
2,1982,10,1,9,8,266,1,0013,A,792,792,0,0,0,0,3,3,666,0,0,N
2,1982,10,1,9,8,270,2,0001,B,628,628,0,0,0,0,0,2,547,0,0,N
2,1982,10,1,9,8,270,2,0002,A,870,870,0,0,0,0,0,24,685,0,0,N
2,1982,10,1,9,8,274,1,0005,A,1064,1064,0,0,0,0,1,16,942,0,0,N
2,1982,10,1,9,8,279,1,0005,B,624,624,0,0,0,0,0,5,564,0,0,N
2,1982,10,1,9,8,279,1,0006,A,634,634,0,0,0,0,3,1,562,0,0,N
2,1982,10,1,9,8,279,2,0003,B,547,547,0,0,0,0,2,9,499,0,0,N
2,1982,10,1,9,8,279,2,0006,A,593,593,0,0,0,0,2,8,456,0,0,N
2,1982,10,1,9,8,279,2,0006,B,594,594,0,0,0,0,0,0,512,0,0,N
2,1982,10,1,9,8,279,2,0009,A,807,807,0,0,0,0,0,3,693,0,0,N
2,1982,10,1,9,8,279,2,0013,A,636,636,0,0,0,0,2,2,483,0,0,N
2,1982,10,1,9,8,279,2,0019,A,592,592,0,0,0,0,2,8,500,0,0,N
2,1982,10,1,9,8,279,2,0021,A,643,643,0,0,0,0,0,2,535,0,0,N
2,1982,10,1,9,8,172,3,0004,A,834,834,0,0,0,0,4,3,638,0,0,N
2,1982,10,1,9,8,181,3,0001,A,652,652,0,0,0,0,4,12,478,0,0,N
2,1982,10,1,9,8,184,4,0002,E,592,592,0,0,0,0,0,19,455,0,0,N
2,1982,10,1,9,8,187,1,0009,A,968,968,0,0,0,0,1,2,849,0,0,N
2,1982,10,1,9,8,187,2,0008,A,877,877,0,0,0,0,1,17,580,0,0,N
2,1982,10,1,9,8,187,2,0009,A,923,923,0,0,0,0,5,5,750,0,0,N
2,1982,10,1,9,8,187,2,0018,A,854,854,0,0,0,0,3,4,721,0,0,N
2,1982,10,1,9,8,187,6,0006,A,818,818,0,0,0,0,0,5,688,0,0,N
2,1982,10,1,9,8,187,6,0021,A,1288,1288,0,0,0,0,2,25,1043,0,0,N
2,1982,10,1,9,8,187,7,0002,A,1008,1008,0,0,0,0,0,18,791,0,0,N
2,1982,10,1,9,8,187,8,0018,A,1143,1143,0,0,0,0,2,1,998,0,0,N
2,1982,10,1,9,8,194,1,0006,A,530,530,0,0,0,0,2,0,436,0,0,N
2,1982,10,1,9,8,194,2,0002,B,674,674,0,0,0,0,11,32,501,0,0,N
2,1982,10,1,9,8,194,5,0001,A,728,728,0,0,0,0,5,4,592,0,0,N
2,1982,10,1,9,8,194,5,0010,B,494,494,0,0,0,0,0,3,398,0,0,N
2,1982,10,1,9,8,196,1,0005,A,602,602,0,0,0,0,5,3,488,0,0,N
2,1982,10,1,9,8,196,1,0005,B,536,536,0,0,0,0,2,4,433,0,0,N
2,1982,10,1,9,8,200,1,0007,A,1008,1008,0,0,0,0,0,27,851,0,0,N
2,1982,10,1,9,8,211,2,0003,A,512,512,0,0,0,0,2,3,435,0,0,N
2,1982,10,1,9,8,211,3,0001,B,909,909,0,0,0,0,2,15,740,0,0,N
2,1982,10,1,9,8,211,3,0002,A,776,776,0,0,0,0,3,4,672,0,0,N
2,1982,10,1,9,8,211,4,0002,A,579,579,0,0,0,0,3,12,439,0,0,N
2,1982,10,1,9,8,217,1,0004,A,814,814,0,0,0,0,1,17,666,0,0,N
2,1982,10,1,9,8,217,2,0002,A,525,525,0,0,0,0,0,3,441,0,0,N
2,1982,10,1,9,8,217,3,0004,B,529,529,0,0,0,0,0,0,453,0,0,N
2,1982,10,1,9,8,228,1,0001,A,324,324,0,0,0,0,3,10,249,0,0,N
2,1982,10,1,9,8,239,1,0001,A,193,193,0,0,0,0,0,1,148,0,0,N
2,1982,10,1,9,8,245,1,0003,A,783,783,0,0,0,0,0,4,635,0,0,N
2,1982,10,1,9,8,245,1,0009,A,771,771,0,0,0,0,2,1,628,0,0,N
2,1982,10,1,9,8,245,1,0010,A,850,850,0,0,0,0,2,10,658,0,0,N
2,1982,10,1,9,8,245,3,0012,A,737,737,0,0,0,0,0,1,603,0,0,N
2,1982,10,1,9,8,245,4,0005,A,847,847,0,0,0,0,0,5,654,0,0,N
2,1982,10,1,9,8,245,5,0009,A,898,898,0,0,0,0,0,25,704,0,0,N
2,1982,10,1,9,8,245,5,0015,A,696,696,0,0,0,0,4,1,519,0,0,N
2,1982,10,1,9,8,245,6,0002,A,827,827,0,0,0,0,0,25,634,0,0,N
2,1982,10,1,9,8,251,1,0001,B,907,907,0,0,0,0,4,10,700,0,0,N
2,1982,10,1,9,8,248,1,0001,B,754,754,0,0,0,0,1,6,554,0,0,N
2,1982,10,1,9,8,250,1,0003,A,809,809,0,0,0,0,3,2,639,0,0,N
2,1982,10,1,9,8,263,1,0002,B,558,558,0,0,0,0,2,2,458,0,0,N
2,1982,10,1,9,8,263,3,0001,A,544,544,0,0,0,0,0,5,454,0,0,N
2,1982,10,1,9,8,266,1,0020,A,1000,1000,0,0,0,0,3,2,743,0,0,N
2,1982,10,1,9,8,266,1,0021,A,821,821,0,0,0,0,1,1,626,0,0,N
2,1982,10,1,9,8,269,1,0001,A,580,580,0,0,0,0,1,12,470,0,0,N
2,1982,10,1,9,8,270,1,0004,A,154,154,0,0,0,0,0,0,127,0,0,N
2,1982,10,1,9,8,279,2,0007,A,601,601,0,0,0,0,2,6,517,0,0,N
2,1982,10,1,9,8,279,4,0001,A,816,816,0,0,0,0,3,0,748,0,0,N
2,1982,10,1,9,8,279,5,0003,A,538,538,0,0,0,0,3,2,481,0,0,N
2,1982,10,1,9,8,279,5,0009,A,528,528,0,0,0,0,3,1,467,0,0,N
2,1982,10,1,9,8,279,5,0014,C,619,619,0,0,0,0,3,8,525,0,0,N
2,1982,10,1,9,8,279,5,0016,A,538,538,0,0,0,0,2,15,436,0,0,N
2,1982,10,1,9,8,279,6,0001,C,675,675,0,0,0,0,1,0,568,0,0,N
2,1982,10,1,9,8,279,6,0005,B,779,779,0,0,0,0,1,1,656,0,0,N
2,1982,10,1,9,8,279,6,0023,B,434,434,0,0,0,0,2,3,374,0,0,N
2,1982,10,1,9,8,280,1,0001,A,79,79,0,0,0,0,0,0,59,0,0,N
2,1982,10,1,9,8,284,2,0001,B,609,609,0,0,0,0,0,8,469,0,0,N
2,1982,10,1,9,8,279,2,0016,C,798,798,0,0,0,0,1,8,709,0,0,N
2,1982,10,1,9,8,279,2,0019,B,593,593,0,0,0,0,3,7,541,0,0,N
2,1982,10,1,9,8,279,3,0001,B,549,549,0,0,0,0,1,10,451,0,0,N
2,1982,10,1,9,8,279,3,0002,A,811,811,0,0,0,0,2,8,703,0,0,N
2,1982,10,1,9,8,279,5,0003,B,539,539,0,0,0,0,3,10,470,0,0,N
2,1982,10,1,9,8,279,6,0021,A,684,684,0,0,0,0,1,6,535,0,0,N
2,1982,10,1,9,8,279,6,0033,B,604,604,0,0,0,0,0,7,518,0,0,N
2,1982,10,1,9,8,282,1,0002,A,967,967,0,0,0,0,7,3,794,0,0,N
2,1982,10,1,9,8,298,2,0002,B,1146,1146,0,0,0,0,4,5,956,0,0,N
2,1982,10,1,9,8,302,1,0003,A,1085,1085,0,0,0,0,1,2,890,0,0,N
2,1982,10,1,9,17,15,1,0002,A,599,599,0,0,0,0,2,1,506,0,0,N
2,1982,10,1,9,17,22,2,0002,A,652,652,0,0,0,0,3,6,513,0,0,N
2,1982,10,1,9,17,23,3,0002,C,653,653,0,0,0,0,4,20,517,0,0,N
2,1982,10,1,9,17,23,3,0007,B,21,21,0,0,0,0,0,1,14,0,0,N
2,1982,10,1,9,17,26,1,0001,A,402,402,0,0,0,0,1,14,316,0,0,N
2,1982,10,1,9,17,29,1,0001,A,178,178,0,0,0,0,0,1,143,0,0,N
2,1982,10,1,9,17,36,1,0002,A,560,560,0,0,0,0,0,12,435,0,0,N
2,1982,10,1,9,17,39,1,0001,C,719,719,0,0,0,0,0,15,668,0,0,N
2,1982,10,1,9,17,42,1,0001,A,395,395,0,0,0,0,2,0,298,0,0,N
2,1982,10,1,9,17,23,3,0002,D,653,653,0,0,0,0,4,20,517,0,0,N
2,1982,10,1,9,17,24,1,0001,A,156,156,0,0,0,0,0,4,131,0,0,N
2,1982,10,1,9,17,37,1,0001,A,164,164,0,0,0,0,0,2,114,0,0,N
2,1982,10,1,9,17,39,1,0001,B,777,777,0,0,0,0,0,18,572,0,0,N
2,1982,10,1,9,17,55,1,0001,A,186,186,0,0,0,0,0,0,152,0,0,N
2,1982,10,1,9,17,62,1,0001,A,952,952,0,0,0,0,3,6,757,0,0,N
2,1982,10,1,9,17,66,1,0001,A,674,674,0,0,0,0,4,11,520,0,0,N
2,1982,10,1,9,17,66,1,0004,B,761,761,0,0,0,0,3,20,672,0,0,N
2,1982,10,1,9,17,66,3,0001,B,369,369,0,0,0,0,1,7,286,0,0,N
2,1982,10,1,9,17,71,1,0001,A,451,451,0,0,0,0,1,7,327,0,0,N
2,1982,10,1,9,17,79,1,0001,A,795,795,0,0,0,0,1,19,604,0,0,N
2,1982,10,1,9,17,79,1,0003,A,450,450,0,0,0,0,2,1,365,0,0,N
2,1982,10,1,9,17,79,2,0010,B,588,588,0,0,0,0,0,5,446,0,0,N
2,1982,10,1,9,17,79,2,0013,A,602,602,0,0,0,0,6,2,478,0,0,N
2,1982,10,1,9,17,79,2,0014,B,504,504,0,0,0,0,4,10,396,0,0,N
2,1982,10,1,9,17,79,3,0007,A,750,750,0,0,0,0,5,14,593,0,0,N
2,1982,10,1,9,17,79,3,0007,C,827,827,0,0,0,0,1,2,667,0,0,N
2,1982,10,1,9,17,79,3,0011,A,650,650,0,0,0,0,2,2,507,0,0,N
2,1982,10,1,9,17,88,1,0001,A,417,417,0,0,0,0,5,7,310,0,0,N
2,1982,10,1,9,8,279,2,0023,B,814,814,0,0,0,0,1,2,593,0,0,N
2,1982,10,1,9,8,279,3,0003,A,910,910,0,0,0,0,3,0,717,0,0,N
2,1982,10,1,9,8,279,3,0008,A,1003,1003,0,0,0,0,2,1,813,0,0,N
2,1982,10,1,9,8,279,3,0010,C,718,718,0,0,0,0,0,9,642,0,0,N
2,1982,10,1,9,8,279,5,0006,A,646,646,0,0,0,0,1,2,550,0,0,N
2,1982,10,1,9,8,279,5,0010,B,655,655,0,0,0,0,1,17,552,0,0,N
2,1982,10,1,9,8,279,6,0001,A,674,674,0,0,0,0,0,6,597,0,0,N
2,1982,10,1,9,8,279,6,0005,A,779,779,0,0,0,0,1,4,653,0,0,N
2,1982,10,1,9,8,279,6,0006,A,576,576,0,0,0,0,1,3,439,0,0,N
2,1982,10,1,9,8,279,6,0007,A,560,560,0,0,0,0,0,3,474,0,0,N
2,1982,10,1,9,8,279,6,0032,B,628,628,0,0,0,0,6,4,502,0,0,N
2,1982,10,1,9,8,283,1,0001,A,1923,1923,0,0,0,0,83,52,1508,0,0,N
2,1982,10,1,9,8,295,1,0002,A,731,731,0,0,0,0,0,2,598,0,0,N
2,1982,10,1,9,8,297,1,0001,A,172,172,0,0,0,0,0,0,86,0,0,N
2,1982,10,1,9,8,301,1,0003,B,959,959,0,0,0,0,2,1,763,0,0,N
2,1982,10,1,9,8,301,2,0008,A,1918,1918,0,0,0,0,6,2,1504,0,0,N
2,1982,10,1,9,8,301,2,0009,A,972,972,0,0,0,0,1,13,741,0,0,N
2,1982,10,1,9,8,305,2,0003,B,458,458,0,0,0,0,3,1,391,0,0,N
2,1982,10,1,9,8,305,4,0003,A,1000,1000,0,0,0,0,2,1,859,0,0,N
2,1982,10,1,9,8,200,2,0009,A,907,907,0,0,0,0,7,13,748,0,0,N
2,1982,10,1,9,8,200,3,0001,A,744,744,0,0,0,0,4,2,603,0,0,N
2,1982,10,1,9,8,200,4,0001,B,1217,1217,0,0,0,0,4,24,984,0,0,N
2,1982,10,1,9,8,200,5,0003,A,1241,1241,0,0,0,0,3,6,1005,0,0,N
2,1982,10,1,9,8,200,5,0004,A,851,851,0,0,0,0,0,17,688,0,0,N
2,1982,10,1,9,8,200,5,0006,B,738,738,0,0,0,0,1,8,601,0,0,N
2,1982,10,1,9,8,200,6,0002,A,589,589,0,0,0,0,0,11,470,0,0,N
2,1982,10,1,9,8,205,1,0003,B,726,726,0,0,0,0,3,2,594,0,0,N
2,1982,10,1,9,8,205,1,0004,A,1057,1057,0,0,0,0,4,8,873,0,0,N
2,1982,10,1,9,8,205,1,0006,A,717,717,0,0,0,0,3,17,584,0,0,N
2,1982,10,1,9,8,205,2,0002,A,608,608,0,0,0,0,2,2,497,0,0,N
2,1982,10,1,9,8,211,2,0003,B,472,472,0,0,0,0,1,1,403,0,0,N
2,1982,10,1,9,8,211,3,0002,B,762,762,0,0,0,0,0,5,664,0,0,N
2,1982,10,1,9,8,211,4,0002,B,564,564,0,0,0,0,1,4,451,0,0,N
2,1982,10,1,9,8,211,5,0002,A,786,786,0,0,0,0,1,3,629,0,0,N
2,1982,10,1,9,8,213,1,0001,A,1240,1240,0,0,0,0,4,26,990,0,0,N
2,1982,10,1,9,8,214,2,0001,A,511,511,0,0,0,0,0,10,387,0,0,N
2,1982,10,1,9,8,217,2,0002,B,476,476,0,0,0,0,1,9,402,0,0,N
2,1982,10,1,9,8,221,1,0001,A,746,746,0,0,0,0,1,2,600,0,0,N
2,1982,10,1,9,8,252,1,0012,A,1001,1001,0,0,0,0,2,17,753,0,0,N
2,1982,10,1,9,8,252,1,0013,A,1242,1242,0,0,0,0,0,3,949,0,0,N
2,1982,10,1,9,8,252,1,0017,A,1009,1009,0,0,0,0,0,5,735,0,0,N
2,1982,10,1,9,8,253,1,0001,A,170,170,0,0,0,0,1,0,130,0,0,N
2,1982,10,1,9,8,258,1,0001,A,811,811,0,0,0,0,0,2,581,0,0,N
2,1982,10,1,9,8,263,1,0002,A,526,526,0,0,0,0,3,0,442,0,0,N
2,1982,10,1,9,8,263,1,0003,B,709,709,0,0,0,0,0,10,590,0,0,N
2,1982,10,1,9,8,266,1,0012,B,806,806,0,0,0,0,2,1,644,0,0,N
2,1982,10,1,9,8,266,1,0017,D,646,646,0,0,0,0,2,14,504,0,0,N
2,1982,10,1,9,8,266,1,0025,A,1233,1233,0,0,0,0,3,36,928,0,0,N
2,1982,10,1,9,8,279,1,0005,A,624,624,0,0,0,0,2,8,526,0,0,N
2,1982,10,1,9,8,279,2,0024,B,797,797,0,0,0,0,4,2,683,0,0,N
2,1982,10,1,9,8,279,2,0026,A,792,792,0,0,0,0,8,19,601,0,0,N
2,1982,10,1,9,8,279,4,0006,A,948,948,0,0,0,0,1,8,814,0,0,N
2,1982,10,1,9,8,279,5,0001,A,954,954,0,0,0,0,1,0,853,0,0,N
2,1982,10,1,9,8,279,5,0020,A,733,733,0,0,0,0,0,0,634,0,0,N
2,1982,10,1,9,8,279,6,0004,B,669,669,0,0,0,0,2,2,555,0,0,N
2,1982,10,1,9,8,279,6,0018,A,783,783,0,0,0,0,0,9,658,0,0,N
2,1982,10,1,9,8,284,2,0001,A,623,623,0,0,0,0,2,11,473,0,0,N
2,1982,10,1,9,8,285,1,0002,B,855,855,0,0,0,0,0,28,684,0,0,N
2,1982,10,1,9,8,292,1,0001,A,761,761,0,0,0,0,1,28,636,0,0,N
2,1982,10,1,9,8,298,4,0003,A,355,355,0,0,0,0,1,4,275,0,0,N
2,1982,10,1,9,8,301,1,0010,B,660,660,0,0,0,0,1,16,526,0,0,N
2,1982,10,1,9,8,301,2,0001,A,1757,1757,0,0,0,0,0,11,1284,0,0,N
2,1982,10,1,9,8,301,2,0004,A,1544,1544,0,0,0,0,1,3,1228,0,0,N
2,1982,10,1,9,8,304,1,0001,A,615,615,0,0,0,0,0,1,442,0,0,N
2,1982,10,1,9,8,305,1,0002,B,633,633,0,0,0,0,2,0,543,0,0,N
2,1982,10,1,9,8,305,4,0002,B,878,878,0,0,0,0,0,5,738,0,0,N
2,1982,10,1,9,8,307,1,0001,B,966,966,0,0,0,0,1,23,775,0,0,N
2,1982,10,1,9,8,307,1,0007,A,729,729,0,0,0,0,1,15,621,0,0,N
2,1982,10,1,9,8,307,3,0001,A,781,781,0,0,0,0,4,8,621,0,0,N
2,1982,10,1,9,17,5,1,0001,A,319,319,0,0,0,0,1,9,239,0,0,N
2,1982,10,1,9,17,15,1,0001,B,517,517,0,0,0,0,0,4,428,0,0,N
2,1982,10,1,9,17,15,2,0002,A,691,691,0,0,0,0,1,9,555,0,0,N
2,1982,10,1,9,17,19,1,0001,B,526,526,0,0,0,0,1,8,424,0,0,N
2,1982,10,1,9,17,22,1,0002,B,757,757,0,0,0,0,0,14,599,0,0,N
2,1982,10,1,9,17,23,2,0005,C,620,620,0,0,0,0,2,10,487,0,0,N
2,1982,10,1,9,17,54,1,0001,A,349,349,0,0,0,0,3,1,289,0,0,N
2,1982,10,1,9,17,64,1,0001,A,342,342,0,0,0,0,0,6,242,0,0,N
2,1982,10,1,9,17,66,1,0002,A,513,513,0,0,0,0,1,7,409,0,0,N
2,1982,10,1,9,17,66,1,0004,A,755,755,0,0,0,0,1,28,587,0,0,N
2,1982,10,1,9,17,66,3,0003,B,714,714,0,0,0,0,3,3,696,0,0,N
2,1982,10,1,9,17,66,4,0005,B,654,654,0,0,0,0,4,7,541,0,0,N
2,1982,10,1,9,17,69,1,0001,A,239,239,0,0,0,0,0,0,215,0,0,N
2,1982,10,1,9,17,77,1,0001,A,470,470,0,0,0,0,4,2,357,0,0,N
2,1982,10,1,9,17,79,1,0007,B,561,561,0,0,0,0,0,11,403,0,0,N
2,1982,10,1,9,17,79,2,0007,B,502,502,0,0,0,0,2,1,386,0,0,N
2,1982,10,1,9,17,79,2,0011,A,550,550,0,0,0,0,2,13,446,0,0,N
2,1982,10,1,9,17,79,3,0002,A,450,450,0,0,0,0,2,4,383,0,0,N
2,1982,10,1,9,17,79,3,0009,B,673,673,0,0,0,0,6,7,562,0,0,N
2,1982,10,1,9,17,79,3,0013,A,600,600,0,0,0,0,4,18,499,0,0,N
2,1982,10,1,9,17,79,4,0004,A,723,723,0,0,0,0,5,18,540,0,0,N
2,1982,10,1,9,17,79,7,0004,B,638,638,0,0,0,0,1,4,507,0,0,N
2,1982,10,1,9,17,79,7,0006,B,596,596,0,0,0,0,0,4,470,0,0,N
2,1982,10,1,9,17,82,1,0001,A,183,183,0,0,0,0,0,4,143,0,0,N
2,1982,10,1,9,17,89,1,0002,A,1603,1603,0,0,0,0,2,4,1275,0,0,N
2,1982,10,1,9,17,95,4,0001,A,736,736,0,0,0,0,0,22,550,0,0,N
2,1982,10,1,9,17,114,5,0004,A,550,550,0,0,0,0,2,10,441,0,0,N
