type_elec,year,month,round,"Tipo de ámbito (N=nacional, A=autonómico)",Ámbito territorial del proceso electoral,Fecha de celebración del proceso electoral (DIA),Fecha de celebración del proceso electoral (MES),Fecha de celebración del proceso electoral (AÑO),Hora de apertura de los ‘Colegios Electorales’ (en formato ‘HH:MM’ de 24 horas),Hora de cierre de los ‘Colegios Electorales’ (en formato ‘HH:MM’ de 24 horas),Hora del primer ‘Avance de Participación’ (en formato ‘HH:MM’ de 24 horas),Hora del segundo ‘Avance de Participación’ (en formato ‘HH:MM’ de 24 horas)
2,1982,10,1,N,99,28,10,1982,09:00:00,20:00:00,15:00:00,18:00:00
