type_elec,year,month,round,01xxaamm,02xxaamm,03xxaamm,04xxaamm,05xxaamm,06xxaamm,07xxaamm,08xxaamm,09xxaamm,10xxaamm,1104aamm,1204aamm,0510aamm,0610aamm,0710aamm,0810aamm
02,1982,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
