type_elec,year,month,round (en procesos a una sola vuelta = 1),"Código de la Comunidad Autónoma. En el caso de Total Nacional, llevará 99",Código I.N.E. de la provincia o 99 si se trata de datos a nivel Total Comunidad o Total Nacional,"Código del Distrito Electoral que corresponda o 9 en datos a nivel Total Provincial, Comunidad o Nacional",Código de la candidatura o del Senador,Votos obtenidos por la candidatura,Número de candidatos obtenidos por la candidatura
2,1982,10,1,8,40,9,37,122,0
2,1982,10,1,8,40,9,77,34375,1
2,1982,10,1,8,42,9,33,405,0
2,1982,10,1,8,47,9,31,0,0
2,1982,10,1,8,47,9,37,0,0
2,1982,10,1,9,8,9,79,131314,1
2,1982,10,1,9,43,9,31,0,0
2,1982,10,1,9,99,9,47,171,0
2,1982,10,1,9,99,9,48,30643,0
2,1982,10,1,9,99,9,54,47249,0
2,1982,10,1,9,99,9,69,0,0
2,1982,10,1,9,99,9,78,20110,0
2,1982,10,1,10,99,9,66,168,0
2,1982,10,1,11,27,9,78,1026,0
2,1982,10,1,11,32,9,58,1534,0
2,1982,10,1,11,32,9,78,1056,0
2,1982,10,1,11,99,9,5,488438,13
2,1982,10,1,11,99,9,33,2545,0
2,1982,10,1,12,28,9,33,22602,0
2,1982,10,1,12,99,9,82,3900,0
2,1982,10,1,13,31,9,37,141,0
2,1982,10,1,14,1,9,34,14540,0
2,1982,10,1,14,20,9,7,31308,0
2,1982,10,1,14,99,9,80,132,0
2,1982,10,1,1,4,9,19,476,0
2,1982,10,1,1,11,9,44,0,0
2,1982,10,1,1,11,9,69,0,0
2,1982,10,1,1,21,9,5,45755,1
2,1982,10,1,1,21,9,33,696,0
2,1982,10,1,1,23,9,5,83833,2
2,1982,10,1,1,23,9,19,425,0
2,1982,10,1,1,29,9,19,509,0
2,1982,10,1,1,29,9,31,22,0
2,1982,10,1,1,41,9,47,376,0
2,1982,10,1,2,22,9,82,300,0
2,1982,10,1,3,33,9,11,0,0
2,1982,10,1,3,33,9,31,0,0
2,1982,10,1,3,33,9,82,712,0
2,1982,10,1,3,99,9,11,0,0
2,1982,10,1,3,99,9,19,1223,0
2,1982,10,1,3,99,9,81,31763,0
2,1982,10,1,4,7,9,78,1716,0
2,1982,10,1,5,35,9,38,443,0
2,1982,10,1,5,35,9,81,45905,1
2,1982,10,1,5,99,9,13,25792,0
2,1982,10,1,5,99,9,33,2073,0
2,1982,10,1,5,99,9,82,687,0
2,1982,10,1,6,39,9,15,15281,0
2,1982,10,1,7,2,9,15,3846,0
2,1982,10,1,7,2,9,31,240,0
2,1982,10,1,7,2,9,80,457,0
2,1982,10,1,8,5,9,5,37193,1
2,1982,10,1,8,5,9,55,1947,0
2,1982,10,1,8,9,9,19,360,0
2,1982,10,1,8,9,9,81,20609,0
2,1982,10,1,8,24,9,78,1276,0
2,1982,10,1,8,37,9,82,342,0
2,1982,10,1,8,40,9,81,9680,0
2,1982,10,1,8,42,9,5,22820,1
2,1982,10,1,8,42,9,38,0,0
2,1982,10,1,8,47,9,5,88057,2
2,1982,10,1,8,47,9,82,453,0
2,1982,10,1,8,49,9,43,11,0
2,1982,10,1,8,49,9,69,0,0
2,1982,10,1,8,49,9,77,47804,2
2,1982,10,1,9,17,9,16,224,0
2,1982,10,1,9,17,9,33,1377,0
2,1982,10,1,9,17,9,82,204,0
2,1982,10,1,9,25,9,48,1630,0
2,1982,10,1,9,43,9,15,7009,0
2,1982,10,1,9,43,9,16,484,0
2,1982,10,1,9,43,9,33,1281,0
2,1982,10,1,9,43,9,37,0,0
2,1982,10,1,9,43,9,60,444,0
2,1982,10,1,9,99,9,12,2596,0
2,1982,10,1,9,99,9,56,2751,0
2,1982,10,1,10,6,9,69,0,0
2,1982,10,1,1,4,9,5,48280,1
2,1982,10,1,1,4,9,47,235,0
2,1982,10,1,1,4,9,80,351,0
2,1982,10,1,1,14,9,37,265,0
2,1982,10,1,1,14,9,38,0,0
2,1982,10,1,1,18,9,69,0,0
2,1982,10,1,1,21,9,38,0,0
2,1982,10,1,1,99,9,33,12055,0
2,1982,10,1,1,99,9,44,66,0
2,1982,10,1,2,22,9,33,407,0
2,1982,10,1,2,50,9,52,16492,0
2,1982,10,1,2,99,9,37,47,0
2,1982,10,1,2,99,9,80,667,0
2,1982,10,1,3,33,9,56,567,0
2,1982,10,1,3,99,9,69,0,0
2,1982,10,1,4,99,9,15,18722,0
2,1982,10,1,4,99,9,23,0,0
2,1982,10,1,4,99,9,81,37148,0
2,1982,10,1,5,35,9,85,16241,0
2,1982,10,1,5,99,9,64,3257,0
2,1982,10,1,6,39,9,81,16265,0
2,1982,10,1,7,16,9,81,20119,0
2,1982,10,1,7,19,9,31,365,0
2,1982,10,1,7,19,9,55,3392,0
2,1982,10,1,7,19,9,82,99,0
2,1982,10,1,7,99,9,31,1414,0
2,1982,10,1,7,99,9,82,708,0
2,1982,10,1,8,5,9,56,300,0
2,1982,10,1,8,9,9,31,46,0
2,1982,10,1,8,9,9,55,3737,0
2,1982,10,1,8,9,9,82,660,0
2,1982,10,1,8,40,9,33,413,0
2,1982,10,1,8,42,9,78,278,0
2,1982,10,1,8,42,9,82,168,0
2,1982,10,1,8,49,9,81,24725,1
2,1982,10,1,8,99,9,33,7556,0
2,1982,10,1,8,99,9,55,29888,0
2,1982,10,1,8,99,9,67,1984,0
2,1982,10,1,9,8,9,37,0,0
2,1982,10,1,9,8,9,80,2391,0
2,1982,10,1,9,17,9,78,1596,0
2,1982,10,1,9,25,9,18,56188,1
2,1982,10,1,9,43,9,79,13313,0
2,1982,10,1,9,99,9,82,2318,0
2,1982,10,1,10,6,9,19,611,0
2,1982,10,1,10,6,9,33,895,0
2,1982,10,1,10,10,9,27,11988,0
2,1982,10,1,10,10,9,77,123902,4
2,1982,10,1,10,99,9,55,19199,0
2,1982,10,1,11,27,9,5,88462,3
2,1982,10,1,11,36,9,31,741,0
2,1982,10,1,12,28,9,55,137459,1
2,1982,10,1,12,28,9,56,7532,0
2,1982,10,1,1,11,9,71,16654,0
2,1982,10,1,1,14,9,72,243428,5
2,1982,10,1,1,14,9,82,285,0
2,1982,10,1,1,18,9,15,7276,0
2,1982,10,1,1,18,9,53,28636,0
2,1982,10,1,1,21,9,81,17174,0
2,1982,10,1,1,23,9,31,0,0
2,1982,10,1,1,23,9,33,1789,0
2,1982,10,1,1,23,9,47,285,0
2,1982,10,1,1,23,9,78,986,0
2,1982,10,1,1,29,9,37,55,0
2,1982,10,1,1,29,9,78,2420,0
2,1982,10,1,1,41,9,56,520,0
2,1982,10,1,1,99,9,15,44551,0
2,1982,10,1,2,99,9,31,0,0
2,1982,10,1,3,99,9,31,0,0
2,1982,10,1,3,99,9,61,1713,0
2,1982,10,1,4,7,9,33,879,0
2,1982,10,1,4,99,9,76,8633,0
2,1982,10,1,5,35,9,37,417,0
2,1982,10,1,5,38,9,5,78174,2
2,1982,10,1,5,38,9,15,12587,0
2,1982,10,1,5,38,9,77,130249,4
2,1982,10,1,5,38,9,85,18772,0
2,1982,10,1,5,99,9,9,1131,0
2,1982,10,1,6,39,9,31,0,0
2,1982,10,1,6,39,9,82,421,0
2,1982,10,1,6,99,9,5,117567,2
2,1982,10,1,7,45,9,15,5331,0
2,1982,10,1,7,45,9,31,0,0
2,1982,10,1,7,45,9,78,1059,0
2,1982,10,1,8,24,9,56,445,0
2,1982,10,1,8,34,9,38,0,0
2,1982,10,1,8,37,9,33,362,0
2,1982,10,1,8,40,9,67,1984,0
2,1982,10,1,8,42,9,43,0,0
2,1982,10,1,8,47,9,38,0,0
2,1982,10,1,8,49,9,68,1322,0
2,1982,10,1,8,99,9,78,7219,0
2,1982,10,1,9,8,9,73,1292672,18
2,1982,10,1,9,43,9,82,209,0
2,1982,10,1,9,99,9,33,12125,0
2,1982,10,1,10,10,9,55,3831,0
2,1982,10,1,10,10,9,82,263,0
2,1982,10,1,11,15,9,35,2236,0
2,1982,10,1,11,15,9,56,740,0
2,1982,10,1,11,15,9,61,1653,0
2,1982,10,1,11,27,9,81,34567,1
2,1982,10,1,11,36,9,10,12002,0
2,1982,10,1,12,28,9,19,3188,0
2,1982,10,1,12,28,9,37,634,0
2,1982,10,1,12,28,9,47,2187,0
2,1982,10,1,13,31,9,15,12278,0
2,1982,10,1,1,11,9,47,352,0
2,1982,10,1,1,11,9,82,531,0
2,1982,10,1,1,14,9,5,90023,2
2,1982,10,1,1,14,9,69,0,0
2,1982,10,1,1,18,9,33,2029,0
2,1982,10,1,1,18,9,56,252,0
2,1982,10,1,1,21,9,72,139420,4
2,1982,10,1,1,29,9,33,1298,0
2,1982,10,1,1,99,9,50,222,0
2,1982,10,1,1,99,9,69,0,0
2,1982,10,1,2,22,9,15,6375,0
2,1982,10,1,2,50,9,15,19918,0
2,1982,10,1,2,50,9,19,665,0
2,1982,10,1,2,50,9,37,47,0
2,1982,10,1,2,50,9,56,469,0
2,1982,10,1,2,99,9,6,222524,5
2,1982,10,1,3,33,9,77,339575,6
2,1982,10,1,3,33,9,81,31763,0
2,1982,10,1,3,99,9,78,3570,0
2,1982,10,1,4,7,9,31,0,0
2,1982,10,1,4,99,9,31,0,0
2,1982,10,1,4,99,9,56,450,0
2,1982,10,1,5,99,9,77,239615,7
2,1982,10,1,6,99,9,19,404,0
2,1982,10,1,7,13,9,5,79037,2
2,1982,10,1,7,99,9,80,1437,0
2,1982,10,1,7,99,9,81,106799,0
2,1982,10,1,8,5,9,43,0,0
2,1982,10,1,8,9,9,15,10404,0
2,1982,10,1,8,24,9,37,313,0
2,1982,10,1,8,24,9,47,295,0
2,1982,10,1,8,34,9,81,12330,0
2,1982,10,1,8,40,9,78,1074,0
2,1982,10,1,8,42,9,55,715,0
2,1982,10,1,8,47,9,69,0,0
2,1982,10,1,8,49,9,55,1368,0
2,1982,10,1,9,8,9,78,15462,0
2,1982,10,1,9,43,9,78,1779,0
2,1982,10,1,9,99,9,16,4900,0
2,1982,10,1,9,99,9,80,2702,0
2,1982,10,1,10,99,9,69,0,0
2,1982,10,1,11,15,9,5,180619,4
2,1982,10,1,11,15,9,78,5912,0
2,1982,10,1,11,99,9,35,2236,0
2,1982,10,1,12,28,9,78,8064,0
2,1982,10,1,12,99,9,69,6375,0
2,1982,10,1,13,31,9,77,112186,3
2,1982,10,1,13,99,9,15,12278,0
2,1982,10,1,13,99,9,56,311,0
2,1982,10,1,13,99,9,82,278,0
2,1982,10,1,14,20,9,82,206,0
2,1982,10,1,14,48,9,24,0,0
2,1982,10,1,14,99,9,24,63,0
2,1982,10,1,10,99,9,47,212,0
2,1982,10,1,10,99,9,77,333046,9
2,1982,10,1,11,15,9,82,980,0
2,1982,10,1,11,27,9,56,213,0
2,1982,10,1,11,36,9,19,704,0
2,1982,10,1,11,36,9,58,8070,0
2,1982,10,1,11,36,9,75,126228,3
2,1982,10,1,12,28,9,31,92,0
2,1982,10,1,12,28,9,32,3772,0
2,1982,10,1,12,99,9,15,113384,1
2,1982,10,1,13,99,9,78,1088,0
2,1982,10,1,14,20,9,21,38156,1
2,1982,10,1,14,20,9,74,99972,2
2,1982,10,1,15,30,9,5,189642,3
2,1982,10,1,15,30,9,15,10211,0
2,1982,10,1,15,99,9,81,34354,0
2,1982,10,1,16,26,9,33,669,0
2,1982,10,1,17,3,9,15,16680,0
2,1982,10,1,17,3,9,33,3461,0
2,1982,10,1,17,99,9,8,613147,10
2,1982,10,1,18,99,9,78,137,0
2,1982,10,1,19,52,9,42,0,0
2,1982,10,1,19,52,9,78,0,0
2,1982,10,1,99,99,9,21,100326,1
2,1982,10,1,99,99,9,63,1454,0
2,1982,10,1,99,99,9,69,6375,0
2,1982,10,1,16,26,9,81,11545,0
2,1982,10,1,16,99,9,51,224,0
2,1982,10,1,17,46,9,47,916,0
2,1982,10,1,18,51,9,81,1870,0
2,1982,10,1,99,99,9,10,38437,0
2,1982,10,1,99,99,9,12,2596,0
2,1982,10,1,99,99,9,25,6738,0
2,1982,10,1,13,99,9,77,112186,3
2,1982,10,1,14,1,9,24,0,0
2,1982,10,1,14,20,9,34,74217,1
2,1982,10,1,14,48,9,15,9815,0
2,1982,10,1,14,48,9,82,1225,0
2,1982,10,1,14,99,9,34,175857,2
2,1982,10,1,14,99,9,37,183,0
2,1982,10,1,14,99,9,78,5811,0
2,1982,10,1,16,26,9,82,445,0
2,1982,10,1,16,99,9,33,669,0
2,1982,10,1,16,99,9,81,11545,0
2,1982,10,1,16,99,9,82,445,0
2,1982,10,1,17,3,9,28,1226,0
2,1982,10,1,17,12,9,69,0,0
2,1982,10,1,17,12,9,78,915,0
2,1982,10,1,17,99,9,15,51891,0
2,1982,10,1,17,99,9,80,2168,0
2,1982,10,1,17,99,9,82,2212,0
2,1982,10,1,18,51,9,5,7674,0
2,1982,10,1,18,51,9,65,1785,0
2,1982,10,1,18,99,9,42,17,0
2,1982,10,1,19,52,9,80,105,0
2,1982,10,1,99,99,9,4,5512,0
2,1982,10,1,99,99,9,19,15632,0
2,1982,10,1,99,99,9,28,9302,0
2,1982,10,1,99,99,9,32,3772,0
2,1982,10,1,99,99,9,62,0,0
2,1982,10,1,16,99,9,78,902,0
2,1982,10,1,17,3,9,69,0,0
2,1982,10,1,17,99,9,31,0,0
2,1982,10,1,18,51,9,78,137,0
2,1982,10,1,18,99,9,77,11698,1
2,1982,10,1,19,52,9,82,66,0
2,1982,10,1,99,99,9,9,1131,0
2,1982,10,1,99,99,9,54,47249,0
2,1982,10,1,99,99,9,61,25830,0
2,1982,10,1,99,99,9,70,6861,0
2,1982,10,1,99,99,9,71,84474,0
2,1982,10,1,99,99,9,77,10127392,202
2,1982,10,1,14,1,9,19,140,0
2,1982,10,1,14,1,9,37,0,0
2,1982,10,1,14,48,9,7,79866,1
2,1982,10,1,14,48,9,19,761,0
2,1982,10,1,14,99,9,33,2038,0
2,1982,10,1,15,30,9,19,527,0
2,1982,10,1,15,30,9,46,0,0
2,1982,10,1,16,99,9,55,2491,0
2,1982,10,1,17,3,9,8,189040,3
2,1982,10,1,17,3,9,37,636,0
2,1982,10,1,17,12,9,30,177,0
2,1982,10,1,17,12,9,56,252,0
2,1982,10,1,17,46,9,37,0,0
2,1982,10,1,17,46,9,69,0,0
2,1982,10,1,17,46,9,78,7396,0
2,1982,10,1,18,51,9,77,11698,1
2,1982,10,1,19,99,9,80,105,0
2,1982,10,1,99,99,9,3,8748,0
2,1982,10,1,99,99,9,15,604309,2
2,1982,10,1,99,99,9,26,138118,1
2,1982,10,1,99,99,9,35,2236,0
2,1982,10,1,99,99,9,47,8976,0
2,1982,10,1,99,99,9,55,846515,4
2,1982,10,1,99,99,9,67,1984,0
2,1982,10,1,14,99,9,20,379293,8
2,1982,10,1,14,99,9,21,91927,1
2,1982,10,1,14,99,9,57,20954,0
2,1982,10,1,15,30,9,61,1007,0
2,1982,10,1,15,30,9,82,708,0
2,1982,10,1,15,99,9,15,10211,0
2,1982,10,1,16,26,9,78,902,0
2,1982,10,1,17,3,9,36,610,0
2,1982,10,1,17,12,9,33,2777,0
2,1982,10,1,17,12,9,87,1589,0
2,1982,10,1,17,46,9,19,1468,0
2,1982,10,1,17,46,9,77,635522,10
2,1982,10,1,19,52,9,33,143,0
2,1982,10,1,99,99,9,20,395656,8
2,1982,10,1,99,99,9,33,108746,0
2,1982,10,1,99,99,9,48,30643,0
2,1982,10,1,99,99,9,49,2493,0
2,1982,10,1,99,99,9,68,3234,0
2,1982,10,1,99,99,9,85,35013,0
2,1982,10,1,11,15,9,4,5512,0
2,1982,10,1,11,27,9,10,5885,0
2,1982,10,1,11,99,9,80,2403,0
2,1982,10,1,13,99,9,24,0,0
2,1982,10,1,13,99,9,81,31245,0
2,1982,10,1,14,48,9,69,0,0
2,1982,10,1,14,99,9,7,139148,2
2,1982,10,1,16,26,9,5,64778,2
2,1982,10,1,16,26,9,51,224,0
2,1982,10,1,16,99,9,56,116,0
2,1982,10,1,17,12,9,28,1967,0
2,1982,10,1,17,99,9,78,11967,0
2,1982,10,1,18,51,9,55,188,0
2,1982,10,1,19,52,9,5,5551,0
2,1982,10,1,19,99,9,78,0,0
2,1982,10,1,19,99,9,82,66,0
2,1982,10,1,99,99,9,30,1862,0
2,1982,10,1,99,99,9,65,1785,0
2,1982,10,1,99,99,9,80,28451,0
2,1982,10,1,99,99,9,81,1425093,11
2,1982,10,1,99,99,9,82,24044,0
2,1982,10,1,11,27,9,82,256,0
2,1982,10,1,11,36,9,22,12262,0
2,1982,10,1,11,36,9,33,930,0
2,1982,10,1,11,36,9,82,827,0
2,1982,10,1,12,99,9,81,92508,1
2,1982,10,1,13,31,9,33,459,0
2,1982,10,1,14,1,9,21,10180,0
2,1982,10,1,14,1,9,56,138,0
2,1982,10,1,14,1,9,57,1573,0
2,1982,10,1,14,20,9,37,183,0
2,1982,10,1,14,99,9,15,21826,0
2,1982,10,1,16,26,9,77,67781,2
2,1982,10,1,17,3,9,78,3656,0
2,1982,10,1,17,3,9,87,2414,0
2,1982,10,1,17,46,9,33,12431,0
2,1982,10,1,17,99,9,47,1753,0
2,1982,10,1,18,99,9,5,7674,0
2,1982,10,1,19,99,9,15,1615,0
2,1982,10,1,99,99,9,5,5548107,107
2,1982,10,1,10,10,9,66,168,0
2,1982,10,1,11,15,9,10,16469,0
2,1982,10,1,11,15,9,39,0,0
2,1982,10,1,11,36,9,56,698,0
2,1982,10,1,11,99,9,19,704,0
2,1982,10,1,11,99,9,39,425,0
2,1982,10,1,11,99,9,78,12481,0
2,1982,10,1,12,99,9,78,8064,0
2,1982,10,1,13,31,9,40,0,0
2,1982,10,1,13,31,9,78,1088,0
2,1982,10,1,13,99,9,37,141,0
2,1982,10,1,14,1,9,20,32103,1
2,1982,10,1,14,1,9,40,0,0
2,1982,10,1,14,1,9,74,51674,2
2,1982,10,1,14,20,9,24,63,0
2,1982,10,1,14,20,9,33,435,0
2,1982,10,1,14,20,9,56,281,0
2,1982,10,1,14,20,9,78,1142,0
2,1982,10,1,15,30,9,47,522,0
2,1982,10,1,15,99,9,33,2501,0
2,1982,10,1,15,99,9,55,20065,0
2,1982,10,1,15,99,9,61,1007,0
2,1982,10,1,17,12,9,59,8280,0
2,1982,10,1,17,46,9,82,1284,0
2,1982,10,1,17,99,9,19,2070,0
2,1982,10,1,19,52,9,15,1615,0
2,1982,10,1,99,99,9,18,772726,12
2,1982,10,1,99,99,9,22,22192,0
2,1982,10,1,99,99,9,56,23186,0
2,1982,10,1,99,99,9,64,3257,0
2,1982,10,1,18,51,9,15,2010,0
2,1982,10,1,18,51,9,42,17,0
2,1982,10,1,99,99,9,23,0,0
2,1982,10,1,99,99,9,31,2528,0
2,1982,10,1,99,99,9,39,1515,0
2,1982,10,1,99,99,9,51,224,0
2,1982,10,1,17,12,9,77,130200,3
2,1982,10,1,17,46,9,30,789,0
2,1982,10,1,17,46,9,31,0,0
2,1982,10,1,17,99,9,33,18669,0
2,1982,10,1,17,99,9,37,935,0
2,1982,10,1,17,99,9,87,18516,0
2,1982,10,1,18,99,9,55,188,0
2,1982,10,1,18,99,9,65,1785,0
2,1982,10,1,19,99,9,5,5551,0
2,1982,10,1,19,99,9,42,0,0
2,1982,10,1,19,99,9,81,3083,0
2,1982,10,1,99,99,9,13,25792,0
2,1982,10,1,99,99,9,87,18516,0
2,1982,10,1,15,30,9,30,555,0
2,1982,10,1,15,30,9,55,20065,0
2,1982,10,1,15,30,9,56,463,0
2,1982,10,1,15,99,9,19,527,0
2,1982,10,1,16,26,9,19,184,0
2,1982,10,1,16,99,9,15,5774,0
2,1982,10,1,16,99,9,19,184,0
2,1982,10,1,16,99,9,77,67781,2
2,1982,10,1,17,46,9,25,6738,0
2,1982,10,1,17,99,9,28,9302,0
2,1982,10,1,17,99,9,36,610,0
2,1982,10,1,17,99,9,69,0,0
2,1982,10,1,17,99,9,77,1118354,19
2,1982,10,1,18,99,9,82,19,0
2,1982,10,1,19,52,9,81,3083,0
2,1982,10,1,99,99,9,29,532,0
2,1982,10,1,99,99,9,50,222,0
2,1982,10,1,99,99,9,66,168,0
2,1982,10,1,10,6,9,78,1310,0
2,1982,10,1,10,10,9,5,57736,1
2,1982,10,1,10,10,9,33,785,0
2,1982,10,1,11,15,9,80,1036,0
2,1982,10,1,11,27,9,58,1391,0
2,1982,10,1,11,32,9,10,4081,0
2,1982,10,1,11,32,9,22,632,0
2,1982,10,1,11,32,9,56,190,0
2,1982,10,1,11,36,9,15,12099,0
2,1982,10,1,11,99,9,22,22192,0
2,1982,10,1,12,28,9,2,1710,0
2,1982,10,1,12,99,9,32,3772,0
2,1982,10,1,12,99,9,41,1694,0
2,1982,10,1,14,48,9,57,14537,0
2,1982,10,1,14,48,9,74,196974,4
2,1982,10,1,16,99,9,17,0,0
2,1982,10,1,17,3,9,59,26531,0
2,1982,10,1,17,3,9,80,863,0
2,1982,10,1,17,12,9,81,33547,0
2,1982,10,1,17,46,9,15,28111,0
2,1982,10,1,17,46,9,80,1305,0
2,1982,10,1,17,99,9,81,133255,0
2,1982,10,1,18,51,9,33,173,0
2,1982,10,1,18,99,9,81,1870,0
2,1982,10,1,19,99,9,33,143,0
2,1982,10,1,99,99,9,2,1710,0
2,1982,10,1,99,99,9,37,5462,0
2,1982,10,1,12,99,9,31,92,0
2,1982,10,1,13,99,9,40,0,0
2,1982,10,1,13,99,9,86,76255,2
2,1982,10,1,14,1,9,69,0,0
2,1982,10,1,14,48,9,37,0,0
2,1982,10,1,14,48,9,40,0,0
2,1982,10,1,14,99,9,19,1290,0
2,1982,10,1,14,99,9,40,11,0
2,1982,10,1,14,99,9,74,348620,8
2,1982,10,1,15,30,9,33,2501,0
2,1982,10,1,15,30,9,77,270552,5
2,1982,10,1,15,30,9,81,34354,0
2,1982,10,1,17,3,9,19,602,0
2,1982,10,1,17,3,9,31,0,0
2,1982,10,1,17,3,9,61,1327,0
2,1982,10,1,17,3,9,81,46940,0
2,1982,10,1,17,12,9,37,299,0
2,1982,10,1,17,12,9,47,124,0
2,1982,10,1,17,46,9,8,350281,5
2,1982,10,1,99,99,9,11,0,0
2,1982,10,1,99,99,9,16,4900,0
2,1982,10,1,99,99,9,27,26148,0
2,1982,10,1,99,99,9,34,210601,2
2,1982,10,1,99,99,9,78,103133,0
2,1982,10,1,13,99,9,20,16363,0
2,1982,10,1,14,1,9,82,191,0
2,1982,10,1,14,20,9,19,389,0
2,1982,10,1,14,20,9,57,4844,0
2,1982,10,1,14,48,9,33,1289,0
2,1982,10,1,14,48,9,56,478,0
2,1982,10,1,14,99,9,82,1622,0
2,1982,10,1,16,26,9,55,2491,0
2,1982,10,1,16,99,9,5,64778,2
2,1982,10,1,17,3,9,47,713,0
2,1982,10,1,17,3,9,77,352632,6
2,1982,10,1,17,3,9,82,688,0
2,1982,10,1,17,12,9,82,240,0
2,1982,10,1,17,46,9,28,6109,0
2,1982,10,1,17,46,9,59,63026,0
2,1982,10,1,17,99,9,25,6738,0
2,1982,10,1,17,99,9,59,97837,0
2,1982,10,1,17,99,9,61,4906,0
2,1982,10,1,18,51,9,82,19,0
2,1982,10,1,19,52,9,77,10291,1
2,1982,10,1,99,99,9,1,18757,0
2,1982,10,1,99,99,9,41,1694,0
2,1982,10,1,99,99,9,76,8633,0
2,1982,10,1,15,30,9,69,0,0
2,1982,10,1,15,99,9,77,270552,5
2,1982,10,1,17,12,9,15,7100,0
2,1982,10,1,17,46,9,56,1057,0
2,1982,10,1,17,46,9,61,3579,0
2,1982,10,1,17,46,9,81,52768,0
2,1982,10,1,17,46,9,87,14513,0
2,1982,10,1,18,99,9,15,2010,0
2,1982,10,1,18,99,9,33,173,0
2,1982,10,1,19,99,9,77,10291,1
2,1982,10,1,99,99,9,17,0,0
2,1982,10,1,99,99,9,36,610,0
